review_id,conversation_id,split,scenario,message_id,span_id,cue_id,cue_present,evidence_text,evidence_start,evidence_end,evidence_supports_cue,false_positive_reason,false_negative_reason,unsafe_wording_flag,low_signal_flag,reviewer_confidence,reviewer,reviewed_at,notes
human_review_v2_0001,synthetic_whatsapp_dev_00005,dev,repair_success,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0001,synthetic_whatsapp_dev_00005,dev,repair_success,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0001,synthetic_whatsapp_dev_00005,dev,repair_success,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,contradiction_against_prior_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,directness,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,escalation_risk,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,hedging,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,overloaded_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,reassurance,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,repair_opportunity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,specificity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,specificity_drop,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,topic_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0002,synthetic_whatsapp_dev_00056,dev,specificity_drop,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,contradiction_against_prior_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,directness,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,escalation_risk,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,hedging,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,overloaded_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,reassurance,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,repair_opportunity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,specificity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,specificity_drop,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,topic_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0003,synthetic_whatsapp_dev_00058,dev,contradiction_against_prior_message,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,contradiction_against_prior_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,directness,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,escalation_risk,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,hedging,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,overloaded_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,reassurance,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,repair_opportunity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,specificity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,specificity_drop,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,topic_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0004,synthetic_whatsapp_dev_00080,dev,warm_reassurance,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,contradiction_against_prior_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,directness,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,escalation_risk,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,hedging,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,overloaded_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,reassurance,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,repair_opportunity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,specificity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,specificity_drop,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,topic_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0005,synthetic_whatsapp_dev_00084,dev,boundary_respecting_request,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,contradiction_against_prior_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,directness,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,escalation_risk,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,hedging,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,overloaded_message,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,reassurance,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,repair_opportunity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,specificity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,specificity_drop,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,topic_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,unclear_ask,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,urgency,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0006,synthetic_whatsapp_dev_00255,dev,boundary_pressure,,,unsupported_claim_shift,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,alignment,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,ambiguity,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,answer_evasion_pattern,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,boundary_pressure,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,cognitive_load,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
human_review_v2_0007,synthetic_whatsapp_dev_00279,dev,indirect_ask,,,conflict,,,,,,,,false,,,,,"Observable wording only. Do not label hidden intent, cheating, attraction, diagnosis, true emotion, attachment style, or neurotype."
